"original_study_ID";"new_study_ID"
"427";945
"431";946
"436";947
"448";948
"450";949
"455";950
"465";951
"467";952
"468";953
"479";954
"486";955
"491";956
"497";957
"519";958
"548";959
"560";960
"566";961
"572";962
"575";963
"588";964
"602";965
"606";966
"668";967
"677";968
"685";969
"709";970
"712";971
"734";972
"745";973
"750";974
"752";975
"755";976
"763";977
"765";978
"782";979
"783";980
"785";981
"804";982
"836";983
"840";984
"851";985
"853";986
"865";987
"877";988
"880";989
"890";990
"895";991
"911";992
"915";993
"945";994
"957";995
"965";996
"972";997
"976";998
"978";999
"981";1000
"984";1001
"989";1002
"1019";1003
"1029";1004
"1032";1005
"1050";1006
"1057";1007
"1069";1008
"1073";1009
"1075";1010
"1099";1011
"1101";1012
"1108";1013
"1111";1014
"1112";1015
"1113";1016
"1134";1017
"1141";1018
"1158";1019
"1165";1020
"1170";1021
"1177";1022
"1207";1023
"1224";1024
"1225";1025
"1247";1026
"1262";1027
"1271";1028
"1284";1029
"1286";1030
"1345";1031
"1353";1032
"1379";1033
"1400";1034
"1415";1035
"1423";1036
"1439";1037
"1468";1038
"1478";1039
"1479";1040
"1483";1041
"1487";1042
"1496";1043
"1498";1044
"1506";1045
"1509";1046
"1513";1047
"1516";1048
"1522";1049
"1529";1050
"1532";1051
"1544";1052
"1548";1053
"1559";1054
"1563";1055
"1570";1056
"1580";1057
"1594";1058
"1611";1059
"1613";1060
"1615";1061
"1620";1062
"1628";1063
"1630";1064
"1634";1065
"1643";1066
"1644";1067
"1647";1068
"1664";1069
"1668";1070
"1671";1071
"1681";1072
"1693";1073
"1696";1074
"1711";1075
"1716";1076
"1721";1077
"1722";1078
"1723";1079
"1725";1080
"1728";1081
"1732";1082
"1750";1083
"1751";1084
"1754";1085
"1761";1086
"1784";1087
"1794";1088
"1803";1089
"1813";1090
"1830";1091
"1831";1092
"1850";1093
"1857";1094
"1874";1095
"1888";1096
"1897";1097
"1913";1098
"1918";1099
"1935";1100
"1940";1101
"1971";1102
"1972";1103
"1975";1104
"1994";1105
"2024";1106
"2025";1107
"2026";1108
"2028";1109
"2034";1110
"2037";1111
"2056";1112
"2058";1113
"2059";1114
"2061";1115
"2063";1116
"2065";1117
"2066";1118
"2071";1119
"2073";1120
"2113";1121
"2124";1122
"2136";1123
"2148";1124
"2157";1125
"2168";1126
"2169";1127
"2211";1128
"2213";1129
"2214";1130
"2218";1131
"2220";1132
"2225";1133
"2229";1134
"2237";1135
"2454";1136
"2270";1137
"2306";1138
"2321";1139
"2332";1140
"2339";1141
"2387";1142
"2395";1143
"2400";1144
"2409";1145
"2420";1146
"2432";1147
"2433";1148
"2457";1149
"2464";1150
"2481";1151
"2488";1152
"2492";1153
"2525";1154
"2532";1155
"2534";1156
"2548";1157
"2562";1158
"2567";1159
"2570";1160
"2572";1161
"2576";1162
"2592";1163
"2595";1164
"2612";1165
"2614";1166
"2618";1167
"2621";1168
"2624";1169
"2629";1170
"2632";1171
"2634";1172
"2639";1173
"2643";1174
"2656";1175
"2658";1176
"2679";1177
"2681";1178
"2692";1179
"2708";1180
"2710";1181
"2711";1182
"2719";1183
"2726";1184
"2729";1185
"2735";1186
"2736";1187
"2745";1188
"2750";1189
"2751";1190
"2755";1191
"2756";1192
"2768";1193
"2772";1194
"2786";1195
"2787";1196
"2789";1197
"2792";1198
"2793";1199
"2796";1200
"2797";1201
"2803";1202
"2805";1203
"2809";1204
"2815";1205
"2819";1206
"2826";1207
"2829";1208
"2852";1209
"2855";1210
"2861";1211
"2862";1212
"2864";1213
"2865";1214
"2867";1215
"2877";1216
"2885";1217
"2892";1218
"2900";1219
"2904";1220
"2907";1221
"2910";1222
"2929";1223
"2934";1224
"2936";1225
"2939";1226
"2941";1227
"2946";1228
"2949";1229
"2952";1230
"2953";1231
"2964";1232
"2976";1233
"2977";1234
"2985";1235
"2988";1236
"2990";1237
"2992";1238
"2993";1239
"2995";1240
"3002";1241
"3003";1242
"3024";1243
"3028";1244
"3030";1245
"3032";1246
"3034";1247
"3036";1248
"3040";1249
"3043";1250
"3045";1251
"3055";1252
"3056";1253
"3059";1254
"3064";1255
"3068";1256
"3080";1257
"3081";1258
"3083";1259
"3084";1260
"3086";1261
"3090";1262
"3096";1263
"3098";1264
"3101";1265
"3103";1266
"3111";1267
"3115";1268
"3121";1269
"3132";1270
"3133";1271
"3140";1272
"3144";1273
"3145";1274
"3146";1275
"3147";1276
"3149";1277
"3151";1278
"3152";1279
"3153";1280
"3154";1281
"3163";1282
"3174";1283
"3178";1284
"3187";1285
"3250";1286
"3270";1287
"3274";1288
"3309";1289
"3327";1290
"3328";1291
"3331";1292
"3349";1293
"3360";1294
"3362";1295
"3375";1296
"3376";1297
"3378";1298
"3382";1299
"3388";1300
"3395";1301
"3396";1302
"3410";1303
"3411";1304
"3419";1305
"3440";1306
"3481";1307
"3482";1308
"3483";1309
"3486";1310
"3495";1311
"3517";1312
"3540";1313
"3544";1314
"3546";1315
"3554";1316
"3561";1317
"3587";1318
"3619";1319
"3624";1320
"3661";1321
"3669";1322
"3681";1323
"3689";1324
"3693";1325
"3695";1326
"3741";1327
"3749";1328
"3762";1329
"3797";1330
"3803";1331
"3828";1332
"3838";1333
"3848";1334
"3851";1335
"3853";1336
"3855";1337
"3857";1338
"3864";1339
"3883";1340
"3902";1341
"3917";1342
"3950";1343
"3958";1344
"3968";1345
"3976";1346
"3984";1347
"4005";1348
"4008";1349
"4011";1350
"4020";1351
"4021";1352
"4023";1353
"4027";1354
"4038";1355
"4040";1356
"4049";1357
"4057";1358
"4064";1359
"4069";1360
"4072";1361
"4073";1362
"4076";1363
"4083";1364
"4089";1365
"4090";1366
"4095";1367
"4100";1368
"4230";1369
"4235";1370
"4311";1371
"4469";1372
"4582";1373
"4693";1374
"4847";1375
"4848";1376
"4853";1377
"4864";1378
"4898";1379
"4916";1380
"5085";1381
"5228";1382
"5263";1383
"5341";1384
"5343";1385
"5370";1386
"5450";1387
"5454";1388
"5466";1389
"5506";1390
"5623";1391
"5720";1392
"5738";1393
"5764";1394
"5823";1395
"5859";1396
"5873";1397
"5898";1398
"5912";1399
"5915";1400
"5987";1401
"6110";1402
"6160";1403
"6179";1404
"6300";1405
"6469";1406
"6474";1407
"6518";1408
"6682";1409
"6915";1410
"6941";1411
"6972";1412
"7071";1413
"7093";1414
"7234";1415
"16";1416
"19";1417
"20";1418
"34";1419
"82";1420
"86";1421
"138";1422
"144";1423
"181";1424
"191";1425
"201";1426
"222";1427
"234";1428
"237";1429
"251";1430
"310";1431
"325";1432
"342";1433
"344";1434
"365";1435
"368";1436
"378";1437
"389";1438
"398";1439
"402";1440
"405";1441
"406";1442
"419";1443
"441";1444
"459";1445
"488";1446
"483";1447
"489";1448
"504";1449
"511";1450
"512";1451
"513";1452
"520";1453
"531";1454
"533";1455
"547";1456
"571";1457
"580";1458
"583";1459
"596";1460
"601";1461
"603";1462
"605";1463
"607";1464
"650";1465
"652";1466
"684";1467
"707";1468
"710";1469
"720";1470
"721";1471
"775";1472
"807";1473
"821";1474
"820";1475
"842";1476
"847";1477
"862";1478
"863";1479
"874";1480
"891";1481
"912";1482
"921";1483
"922";1484
"954";1485
"1002";1486
"1004";1487
"1018";1488
"1043";1489
"1047";1490
"1083";1491
"1089";1492
"1094";1493
"1105";1494
"1146";1495
"1160";1496
"1164";1497
"1192";1498
"1230";1499
"1235";1500
"1277";1501
"1281";1502
"1288";1503
"1292";1504
"1293";1505
"1319";1506
"1325";1507
"1382";1508
"1430";1509
"1447";1510
"1466";1511
"1469";1512
"1488";1513
"1507";1514
"1510";1515
"1512";1516
"1524";1517
"1527";1518
"1533";1519
"1541";1520
"1546";1521
"1555";1522
"1567";1523
"1574";1524
"1578";1525
"1582";1526
"1586";1527
"1596";1528
"1603";1529
"1629";1530
"1632";1531
"1637";1532
"1648";1533
"1650";1534
"1654";1535
"1662";1536
"1672";1537
"1674";1538
"1676";1539
"1689";1540
"1695";1541
"1697";1542
"1700";1543
"1715";1544
"1724";1545
"1738";1546
"1767";1547
"1811";1548
"1816";1549
"1822";1550
"1829";1551
"1843";1552
"1910";1553
"1934";1554
"1952";1555
"1955";1556
"1989";1557
"1995";1558
"1997";1559
"2019";1560
"2047";1561
"2048";1562
"2060";1563
"2069";1564
"2116";1565
"2146";1566
"2184";1567
"2190";1568
"2192";1569
"2194";1570
"2201";1571
"2202";1572
"2277";1573
"2279";1574
"2342";1575
"2346";1576
"2359";1577
"2386";1578
"2415";1579
"2417";1580
"2234";1581
"2477";1582
"2479";1583
"2491";1584
"2501";1585
"2506";1586
"2520";1587
"2535";1588
"2554";1589
"2569";1590
"2578";1591
"2579";1592
"2607";1593
"2636";1594
"2637";1595
"2644";1596
"2652";1597
"2659";1598
"2697";1599
"2704";1600
"2712";1601
"2716";1602
"2720";1603
"2721";1604
"2722";1605
"2727";1606
"2732";1607
"2739";1608
"2740";1609
"2752";1610
"2754";1611
"2757";1612
"2760";1613
"2766";1614
"2767";1615
"2770";1616
"2771";1617
"2784";1618
"2785";1619
"2788";1620
"2799";1621
"3353";1622
"2806";1623
"2807";1624
"2821";1625
"2823";1626
"2859";1627
"2869";1628
"2876";1629
"2884";1630
"2895";1631
"2898";1632
"2903";1633
"2908";1634
"2915";1635
"2924";1636
"2927";1637
"2928";1638
"2932";1639
"2933";1640
"2956";1641
"2957";1642
"2966";1643
"2967";1644
"2968";1645
"2969";1646
"2983";1647
"2989";1648
"2991";1649
"3005";1650
"3026";1651
"3039";1652
"3049";1653
"3052";1654
"3053";1655
"3058";1656
"3060";1657
"3066";1658
"3071";1659
"3074";1660
"3077";1661
"3082";1662
"3092";1663
"3107";1664
"3122";1665
"3125";1666
"3126";1667
"3131";1668
"3134";1669
"3139";1670
"3169";1671
"3185";1672
"3241";1673
"3243";1674
"3282";1675
"3298";1676
"3303";1677
"3323";1678
"3350";1679
"3380";1680
"3381";1681
"3415";1682
"3418";1683
"3458";1684
"3466";1685
"3489";1686
"3504";1687
"3514";1688
"3537";1689
"3543";1690
"3597";1691
"3599";1692
"3609";1693
"3655";1694
"3652";1695
"3673";1696
"3721";1697
"3727";1698
"3730";1699
"3759";1700
"3780";1701
"3804";1702
"3823";1703
"3834";1704
"3866";1705
"3904";1706
"3996";1707
"4003";1708
"4015";1709
"4039";1710
"4042";1711
"4059";1712
"4084";1713
"4093";1714
"4103";1715
"4104";1716
"4113";1717
"4114";1718
"4121";1719
"4124";1720
"4126";1721
"4130";1722
"4131";1723
"4134";1724
"4135";1725
"4137";1726
"4155";1727
"4166";1728
"4191";1729
"4193";1730
"4180";1731
"4198";1732
"4265";1733
"4268";1734
"4287";1735
"4331";1736
"4423";1737
"4452";1738
"4460";1739
"4462";1740
"4489";1741
"4524";1742
"4526";1743
"4540";1744
"4549";1745
"4551";1746
"4556";1747
"4570";1748
"4577";1749
"4619";1750
"4637";1751
"4642";1752
"4665";1753
"4717";1754
"4722";1755
"4658";1756
"4724";1757
"4729";1758
"4742";1759
"4764";1760
"4792";1761
"4796";1762
"4807";1763
"4811";1764
"4815";1765
"4826";1766
"4832";1767
"4833";1768
"4834";1769
"4846";1770
"4849";1771
"4852";1772
"4863";1773
"4871";1774
"4876";1775
"4879";1776
"4880";1777
"4881";1778
"4887";1779
"4892";1780
"4893";1781
"4901";1782
"4907";1783
"4915";1784
"5082";1785
"5103";1786
"5105";1787
"5107";1788
"5114";1789
"5134";1790
"5155";1791
"5160";1792
"5185";1793
"5191";1794
"5217";1795
"5244";1796
"5247";1797
"5269";1798
"5273";1799
"5275";1800
"5276";1801
"5286";1802
"5288";1803
"5290";1804
"5307";1805
"5314";1806
"5316";1807
"5324";1808
"5327";1809
"5351";1810
"5353";1811
"5375";1812
"5399";1813
"5410";1814
"5422";1815
"5425";1816
"5442";1817
"5495";1818
"5504";1819
"5522";1820
"5528";1821
"5533";1822
"5582";1823
"5603";1824
"5609";1825
"5614";1826
"5615";1827
"5627";1828
"5717";1829
"5719";1830
"5728";1831
"5734";1832
"5743";1833
"5744";1834
"5749";1835
"5633";1836
"5634";1837
"5639";1838
"5649";1839
"5653";1840
"5671";1841
"5682";1842
"5683";1843
"5704";1844
"5716";1845
"5759";1846
"5765";1847
"5768";1848
"5777";1849
"5780";1850
"5783";1851
"5787";1852
"5789";1853
"5796";1854
"5808";1855
"5817";1856
"5827";1857
"5828";1858
"5829";1859
"5650";1860
"5855";1861
"5866";1862
"6478";1863
"6505";1864
"6513";1865
"6514";1866
"6525";1867
"6564";1868
"6592";1869
"6620";1870
"6647";1871
"6656";1872
"6664";1873
"6666";1874
"6694";1875
"6696";1876
"6713";1877
"6725";1878
"6735";1879
"6736";1880
"6806";1881
"6830";1882
"6848";1883
"6858";1884
"6863";1885
"6911";1886
"6955";1887
"6933";1888
"6936";1889
"6963";1890
"6965";1891
"6967";1892
"6969";1893
"6973";1894
"7019";1895
"7055";1896
"7074";1897
"7109";1898
"7130";1899
"7154";1900
"7161";1901
"7180";1902
"296";1903
"730";1904
"570";1905
"597";1906
"909";1907
"727";1908
"735";1909
"1059";1910
"1142";1911
"7044";1912
"7040";1913
"7024";1914
"6966";1915
"6950";1916
"7034";1917
"6942";1918
"6932";1919
"6851";1920
"6780";1921
"6657";1922
"6642";1923
"6583";1924
"6349";1925
"6212";1926
"2118";1927
"6246";1928
"1085";1929
"1189";1930
"1438";1931
"1443";1932
"1462";1933
"1537";1934
"2170";1935
"1992";1936
"3031";1937
"1941";1938
"1973";1939
"2894";1940
"1562";1941
"1601";1942
"2734";1943
"2275";1944
"2777";1945
"1921";1946
"2181";1947
"2370";1948
"2385";1949
"2441";1950
"2691";1951
"2782";1952
"2820";1953
"2849";1954
"1845";1955
"2871";1956
"3061";1957
"3073";1958
"3106";1959
"3128";1960
"3130";1961
"3095";1962
"4192";1963
"3805";1964
"2965";1965
"2942";1966
"3743";1967
"2845";1968
"2878";1969
"1906";1970
"1938";1971
"3113";1972
"3470";1973
"3234";1974
"3434";1975
"3576";1976
"3582";1977
"3682";1978
"3751";1979
"3753";1980
"6563";1981
"6211";1982
"6358";1983
"6012";1984
"6588";1985
"6039";1986
"6159";1987
"6158";1988
"4348";1989
"6010";1990
"5860";1991
"5874";1992
"6028";1993
"5928";1994
"5727";1995
"6438";1996
"4818";1997
"4164";1998
"6613";1999
"4205";2000
"6612";2001
"5456";2002
"6229";2003
"5669";2004
"6764";2005
"6015";2006
"5578";2007
"4908";2008
"5547";2009
"6298";2010
"5379";2011
"3906";2012
"4705";2013
"4096";2014
"4602";2015
"5543";2016
"5810";2017
"5839";2018
"3844";2019
"4018";2020
"4097";2021
"4152";2022
"4380";2023
"4445";2024
"4534";2025
"4542";2026
"4590";2027
"4592";2028
"4791";2029
"5401";2030
"5476";2031
"5833";2032
"5918";2033
"5953";2034
"6080";2035
"6526";2036
"6532";2037
"6535";2038
"6802";2039
"4959";2040
"5805";2041
"5807";2042
"5838";2043
"5841";2044
"5846";2045
"5857";2046
"5947";2047
"5949";2048
"5924";2049
"5919";2050
"5980";2051
"5986";2052
"5999";2053
"6022";2054
"6030";2055
"6031";2056
"6037";2057
"6817";2058
"6750";2059
"6793";2060
"6704";2061
"6591";2062
"6807";2063
"6585";2064
"6533";2065
"6527";2066
"6495";2067
"6487";2068
"6086";2069
"6393";2070
"6390";2071
"6375";2072
"6347";2073
"6345";2074
"6850";2075
"6447";2076
"6344";2077
"6342";2078
"6340";2079
"6331";2080
"6330";2081
"6306";2082
"6303";2083
"6274";2084
"6267";2085
"6265";2086
"6254";2087
"6252";2088
"6225";2089
"6197";2090
"6142";2091
"6118";2092
"6111";2093
"6101";2094
"6091";2095
"6069";2096
"6062";2097
"868";2098
"6747";2099
"0005";2100
"0061";2101
"0097";2102
"0137";2103
"0291";2104
"0305";2105
"0672";2106
"0742";2107
"0744";2108
"0814";2109
"0846";2110
"0860";2111
"1049";2112
"1123";2113
"1159";2114
"1162";2115
"1211";2116
"1229";2117
"1240";2118
"1337";2119
"1354";2120
"1362";2121
"1393";2122
"1396";2123
"1398";2124
"1458";2125
"1499";2126
"1612";2127
"1717";2128
"1882";2129
"1964";2130
"1978";2131
"1986";2132
"2011";2133
"2023";2134
"2086";2135
"2114";2136
"2308";2137
"2345";2138
"509";2139
"2390";2140
"2429";2141
"2468";2142
"2551";2143
"2556";2144
"2610";2145
"2613";2146
"2623";2147
"2725";2148
"2738";2149
"2774";2150
"2779";2151
"2802";2152
"2811";2153
"2836";2154
"2870";2155
"2944";2156
"2961";2157
"3050";2158
"3176";2159
"3296";2160
"3387";2161
"3417";2162
"3516";2163
"3528";2164
"3589";2165
"3667";2166
"3678";2167
"3687";2168
"3692";2169
"4028";2170
"4029";2171
